candidate_id,degree,gpa,skills,experience_years,certification,projects,soft_skill,location
9523,Software Engineering,2.63,Flask,7,Cisco,6,Teamwork,Remote
9524,Data Science,2.78,React,6,AWS,6,Leadership,Nairobi
9525,Software Engineering,2.13,Machine Learning,2,Cisco,2,Leadership,Nairobi
9526,Data Science,3.99,Flask,0,AWS,1,Teamwork,Kisumu
9527,Software Engineering,3.78,Java,5,Cisco,6,Teamwork,Nairobi
9528,Information Technology,2.55,React,5,None,0,Problem Solving,Remote
9529,Information Technology,2.11,C++,3,None,1,Communication,Nairobi
9530,Information Technology,2.35,Python,3,None,5,Problem Solving,Mombasa
9531,Software Engineering,3.53,Flask,7,None,4,Teamwork,Mombasa
9532,Information Technology,3.69,Machine Learning,2,None,5,Leadership,Remote
9533,Computer Science,3.75,Java,1,Cisco,4,Problem Solving,Mombasa
9534,Data Science,2.11,SQL,0,None,3,Problem Solving,Kisumu
9535,Computer Science,2.3,Java,2,Google Cloud,6,Teamwork,Mombasa
9536,Computer Science,2.36,Python,1,None,6,Problem Solving,Mombasa
9537,Software Engineering,3.24,Java,5,None,2,Problem Solving,Remote
9538,Information Technology,2.22,Flask,4,AWS,1,Communication,Kisumu
9539,Data Science,3.38,C++,2,Google Cloud,6,Leadership,Remote
9540,Computer Science,2.86,Java,7,Cisco,4,Problem Solving,Mombasa
9541,Computer Science,2.47,Python,2,AWS,0,Communication,Mombasa
9542,Information Technology,3.74,SQL,0,None,5,Communication,Remote
9543,Computer Science,2.92,Python,2,None,6,Communication,Remote
9544,Data Science,3.7,Flask,2,Cisco,3,Leadership,Mombasa
9545,Software Engineering,2.52,C++,7,AWS,0,Teamwork,Kisumu
9546,Information Technology,3.66,JavaScript,7,Cisco,0,Communication,Remote
9547,Data Science,2.95,Flask,5,AWS,6,Teamwork,Remote
9548,Data Science,2.54,Flask,3,AWS,0,Communication,Kisumu
9549,Software Engineering,2.45,SQL,5,None,4,Problem Solving,Remote
9550,Information Technology,3.26,SQL,0,Google Cloud,6,Leadership,Nairobi
9551,Data Science,3.89,C++,2,Google Cloud,2,Teamwork,Remote
9552,Data Science,2.52,JavaScript,4,AWS,3,Communication,Remote
9553,Data Science,2.86,Python,6,Cisco,3,Leadership,Mombasa
9554,Data Science,3.76,SQL,4,Google Cloud,4,Communication,Nairobi
9555,Software Engineering,3.77,Flask,7,Cisco,3,Leadership,Remote
9556,Software Engineering,3.78,React,5,Google Cloud,3,Problem Solving,Remote
9557,Information Technology,3.58,React,0,None,6,Problem Solving,Nairobi
9558,Data Science,2.78,React,1,Google Cloud,2,Problem Solving,Remote
9559,Information Technology,2.09,SQL,3,Cisco,6,Problem Solving,Remote
9560,Software Engineering,3.62,JavaScript,6,AWS,4,Communication,Mombasa
9561,Information Technology,3.17,SQL,6,AWS,3,Teamwork,Mombasa
9562,Computer Science,3.34,SQL,0,Cisco,4,Problem Solving,Kisumu
9563,Software Engineering,2.88,C++,0,AWS,1,Communication,Remote
9564,Information Technology,3.26,Flask,0,Cisco,3,Communication,Remote
9565,Information Technology,2.7,React,3,AWS,6,Problem Solving,Kisumu
9566,Data Science,4.0,Machine Learning,5,AWS,4,Teamwork,Kisumu
9567,Computer Science,2.98,SQL,0,Cisco,3,Communication,Mombasa
9568,Computer Science,3.99,Flask,4,None,2,Teamwork,Kisumu
9569,Computer Science,3.43,Python,4,AWS,5,Teamwork,Remote
9570,Computer Science,3.75,Python,5,Cisco,1,Teamwork,Mombasa
9571,Data Science,3.81,JavaScript,1,None,2,Leadership,Remote
9572,Software Engineering,3.47,Machine Learning,3,Cisco,0,Problem Solving,Mombasa
9573,Information Technology,2.47,Python,2,Google Cloud,5,Teamwork,Remote
9574,Information Technology,2.89,Java,0,None,3,Problem Solving,Mombasa
9575,Software Engineering,3.93,JavaScript,3,Cisco,1,Leadership,Kisumu
9576,Software Engineering,2.84,Python,2,AWS,3,Teamwork,Kisumu
9577,Computer Science,3.89,React,5,None,4,Teamwork,Remote
9578,Software Engineering,2.07,Flask,2,AWS,5,Problem Solving,Kisumu
9579,Computer Science,2.74,Flask,3,None,1,Teamwork,Kisumu
9580,Software Engineering,2.32,Flask,6,None,5,Leadership,Kisumu
9581,Software Engineering,3.67,Java,5,Cisco,2,Teamwork,Remote
9582,Data Science,3.8,Java,3,Cisco,0,Problem Solving,Mombasa
9583,Information Technology,3.83,React,6,Google Cloud,5,Teamwork,Nairobi
9584,Software Engineering,3.32,Java,2,None,1,Communication,Nairobi
9585,Software Engineering,3.69,Machine Learning,2,Cisco,0,Communication,Kisumu
9586,Data Science,3.97,JavaScript,0,AWS,3,Problem Solving,Remote
9587,Information Technology,2.15,React,3,None,0,Problem Solving,Nairobi
9588,Software Engineering,3.0,Machine Learning,2,Google Cloud,3,Leadership,Nairobi
9589,Information Technology,2.93,SQL,0,None,2,Teamwork,Kisumu
9590,Data Science,3.38,React,6,AWS,6,Communication,Remote
9591,Data Science,3.42,Python,1,Google Cloud,5,Communication,Mombasa
9592,Information Technology,2.47,C++,2,Cisco,2,Communication,Nairobi
9593,Data Science,2.25,Machine Learning,5,None,3,Communication,Mombasa
9594,Software Engineering,2.86,Java,0,AWS,6,Communication,Nairobi
9595,Information Technology,3.99,React,5,AWS,6,Teamwork,Nairobi
9596,Data Science,2.77,JavaScript,2,Google Cloud,6,Leadership,Mombasa
9597,Computer Science,3.72,Flask,7,Google Cloud,1,Problem Solving,Kisumu
9598,Software Engineering,2.16,Machine Learning,1,AWS,2,Communication,Remote
9599,Computer Science,2.69,Python,6,AWS,6,Communication,Remote
9600,Software Engineering,2.44,Python,6,None,1,Communication,Kisumu
9601,Information Technology,3.36,Machine Learning,4,Google Cloud,4,Communication,Kisumu
9602,Software Engineering,2.38,JavaScript,0,AWS,1,Teamwork,Mombasa
9603,Information Technology,2.3,C++,7,Google Cloud,6,Teamwork,Remote
9604,Information Technology,2.84,Machine Learning,5,AWS,5,Communication,Nairobi
9605,Computer Science,2.01,Flask,1,Google Cloud,3,Problem Solving,Remote
9606,Computer Science,3.76,React,1,None,3,Communication,Remote
9607,Software Engineering,3.06,Flask,6,AWS,6,Problem Solving,Mombasa
9608,Software Engineering,3.15,JavaScript,4,Google Cloud,5,Leadership,Kisumu
9609,Computer Science,3.28,React,5,Google Cloud,4,Problem Solving,Nairobi
9610,Data Science,2.76,JavaScript,2,AWS,0,Leadership,Remote
9611,Information Technology,2.51,JavaScript,0,Cisco,3,Problem Solving,Kisumu
9612,Software Engineering,2.43,C++,4,Google Cloud,3,Communication,Mombasa
9613,Software Engineering,3.06,Machine Learning,5,None,5,Communication,Mombasa
9614,Computer Science,2.42,Flask,6,AWS,6,Problem Solving,Mombasa
9615,Data Science,3.03,React,1,Google Cloud,3,Leadership,Mombasa
9616,Data Science,3.73,JavaScript,0,Google Cloud,1,Problem Solving,Remote
9617,Information Technology,3.42,Python,4,None,1,Leadership,Nairobi
9618,Data Science,2.26,Flask,4,AWS,3,Leadership,Kisumu
9619,Information Technology,4.0,React,0,None,1,Leadership,Mombasa
9620,Software Engineering,3.84,JavaScript,3,AWS,6,Leadership,Nairobi
9621,Software Engineering,3.9,Machine Learning,2,Google Cloud,3,Leadership,Nairobi
9622,Computer Science,2.33,Flask,2,Cisco,1,Problem Solving,Nairobi
9623,Data Science,3.63,SQL,3,AWS,3,Teamwork,Mombasa
9624,Software Engineering,2.17,JavaScript,1,AWS,1,Problem Solving,Nairobi
9625,Data Science,2.12,React,1,Cisco,3,Problem Solving,Kisumu
9626,Software Engineering,2.55,Python,0,None,6,Teamwork,Mombasa
9627,Information Technology,2.32,Python,7,Cisco,0,Teamwork,Mombasa
9628,Data Science,2.6,Machine Learning,4,Cisco,1,Leadership,Remote
9629,Computer Science,3.22,SQL,7,AWS,5,Communication,Kisumu
9630,Software Engineering,3.16,Flask,7,Cisco,5,Teamwork,Kisumu
9631,Software Engineering,2.19,Java,0,AWS,3,Communication,Nairobi
9632,Information Technology,3.35,SQL,6,AWS,2,Leadership,Kisumu
9633,Computer Science,3.49,Flask,3,None,0,Communication,Mombasa
9634,Software Engineering,2.19,SQL,5,None,1,Problem Solving,Remote
9635,Information Technology,3.63,Flask,1,None,6,Communication,Nairobi
9636,Computer Science,2.87,JavaScript,1,Cisco,5,Communication,Nairobi
9637,Computer Science,3.43,Flask,4,Cisco,1,Teamwork,Nairobi
9638,Software Engineering,3.06,Java,0,Google Cloud,2,Communication,Mombasa
9639,Software Engineering,3.41,Java,7,AWS,5,Leadership,Mombasa
9640,Computer Science,2.33,JavaScript,4,None,0,Communication,Kisumu
9641,Information Technology,3.45,Python,6,None,6,Teamwork,Mombasa
9642,Data Science,2.21,Python,0,None,5,Leadership,Kisumu
9643,Software Engineering,3.15,SQL,3,Google Cloud,6,Teamwork,Kisumu
9644,Data Science,2.95,SQL,5,None,6,Teamwork,Kisumu
9645,Computer Science,3.02,JavaScript,0,None,1,Communication,Mombasa
9646,Software Engineering,2.89,React,7,Cisco,0,Communication,Nairobi
9647,Data Science,2.7,C++,2,None,2,Communication,Mombasa
9648,Computer Science,2.2,React,3,None,5,Leadership,Nairobi
9649,Computer Science,3.78,React,2,None,1,Problem Solving,Nairobi
9650,Computer Science,2.87,SQL,6,Google Cloud,3,Teamwork,Kisumu
9651,Computer Science,3.25,Java,3,AWS,5,Problem Solving,Kisumu
9652,Data Science,2.14,Python,4,Google Cloud,6,Communication,Nairobi
9653,Software Engineering,2.59,React,0,None,3,Problem Solving,Remote
9654,Software Engineering,2.32,SQL,7,Google Cloud,5,Leadership,Kisumu
9655,Data Science,2.05,SQL,6,AWS,1,Teamwork,Mombasa
9656,Information Technology,3.55,Python,3,Google Cloud,6,Teamwork,Remote
9657,Information Technology,2.2,C++,5,AWS,4,Communication,Kisumu
9658,Data Science,2.01,React,1,None,3,Leadership,Nairobi
9659,Computer Science,3.09,SQL,0,Cisco,0,Teamwork,Nairobi
9660,Data Science,3.49,Java,2,Cisco,6,Communication,Mombasa
9661,Information Technology,2.03,JavaScript,0,AWS,5,Teamwork,Remote
9662,Data Science,2.02,Python,5,AWS,5,Teamwork,Nairobi
9663,Software Engineering,2.7,Machine Learning,0,None,2,Teamwork,Kisumu
9664,Computer Science,2.36,Flask,3,None,1,Problem Solving,Kisumu
9665,Data Science,2.76,React,3,Cisco,3,Teamwork,Nairobi
9666,Data Science,2.43,Machine Learning,4,AWS,4,Communication,Remote
9667,Software Engineering,2.24,Flask,1,Google Cloud,0,Communication,Mombasa
9668,Information Technology,2.62,Machine Learning,6,Google Cloud,1,Communication,Remote
9669,Information Technology,3.08,SQL,2,Cisco,3,Problem Solving,Kisumu
9670,Computer Science,2.49,Flask,4,Google Cloud,4,Teamwork,Mombasa
9671,Information Technology,2.67,React,6,None,2,Communication,Remote
9672,Software Engineering,2.89,React,0,None,1,Leadership,Nairobi
9673,Information Technology,3.35,React,6,None,4,Teamwork,Remote
9674,Data Science,3.23,Machine Learning,3,None,6,Communication,Nairobi
9675,Computer Science,2.16,Python,3,Google Cloud,5,Leadership,Kisumu
9676,Software Engineering,3.43,Java,0,Google Cloud,1,Problem Solving,Kisumu
9677,Computer Science,2.15,Flask,2,Google Cloud,2,Communication,Mombasa
9678,Computer Science,2.97,Machine Learning,7,Cisco,6,Teamwork,Kisumu
9679,Information Technology,2.34,Flask,6,AWS,1,Communication,Mombasa
9680,Information Technology,3.41,Flask,7,None,6,Problem Solving,Remote
9681,Data Science,2.94,Python,2,Google Cloud,1,Communication,Remote
9682,Computer Science,3.08,SQL,1,None,4,Communication,Mombasa
9683,Information Technology,2.93,SQL,5,Cisco,5,Problem Solving,Nairobi
9684,Information Technology,2.36,C++,4,Google Cloud,2,Problem Solving,Mombasa
9685,Information Technology,3.37,Python,0,Google Cloud,0,Problem Solving,Kisumu
9686,Computer Science,3.36,Flask,3,AWS,1,Teamwork,Mombasa
9687,Software Engineering,3.71,Flask,0,AWS,6,Teamwork,Kisumu
9688,Information Technology,2.99,C++,0,Google Cloud,6,Leadership,Mombasa
9689,Computer Science,2.26,C++,6,AWS,5,Problem Solving,Kisumu
9690,Computer Science,2.25,Python,4,Cisco,5,Communication,Nairobi
9691,Computer Science,2.32,Flask,2,Google Cloud,1,Teamwork,Nairobi
9692,Software Engineering,3.93,React,5,Cisco,3,Communication,Remote
9693,Computer Science,2.31,Machine Learning,7,Cisco,5,Communication,Nairobi
9694,Software Engineering,2.95,C++,4,None,4,Problem Solving,Mombasa
9695,Software Engineering,3.7,Flask,2,None,2,Leadership,Nairobi
9696,Data Science,3.51,SQL,4,Cisco,6,Leadership,Mombasa
9697,Information Technology,2.74,Machine Learning,0,Google Cloud,6,Teamwork,Kisumu
9698,Computer Science,2.07,C++,6,Cisco,3,Teamwork,Mombasa
9699,Computer Science,3.43,Flask,4,AWS,3,Problem Solving,Remote
9700,Computer Science,2.19,SQL,6,None,1,Communication,Kisumu
9701,Information Technology,2.34,Machine Learning,7,AWS,6,Problem Solving,Kisumu
9702,Software Engineering,3.66,Python,3,Google Cloud,0,Problem Solving,Mombasa
9703,Information Technology,3.86,Machine Learning,5,Google Cloud,0,Problem Solving,Mombasa
9704,Software Engineering,3.8,Python,0,None,2,Problem Solving,Nairobi
9705,Computer Science,2.74,Flask,3,Cisco,3,Communication,Mombasa
9706,Data Science,2.95,JavaScript,2,AWS,3,Leadership,Nairobi
9707,Computer Science,2.79,React,3,Cisco,0,Leadership,Kisumu
9708,Computer Science,2.61,Java,1,None,0,Problem Solving,Mombasa
9709,Data Science,2.99,JavaScript,1,AWS,0,Teamwork,Nairobi
9710,Information Technology,3.2,Java,2,Cisco,2,Teamwork,Mombasa
9711,Information Technology,2.85,C++,6,Google Cloud,6,Problem Solving,Mombasa
9712,Computer Science,2.44,React,3,Google Cloud,6,Communication,Kisumu
9713,Information Technology,3.31,Python,3,None,2,Leadership,Mombasa
9714,Data Science,2.48,JavaScript,6,Cisco,3,Teamwork,Mombasa
9715,Computer Science,3.67,Java,4,Cisco,2,Communication,Kisumu
9716,Computer Science,2.63,React,1,None,2,Communication,Nairobi
9717,Computer Science,2.85,JavaScript,6,AWS,0,Problem Solving,Nairobi
9718,Software Engineering,2.33,JavaScript,6,AWS,2,Teamwork,Mombasa
9719,Software Engineering,3.48,C++,6,Google Cloud,3,Teamwork,Mombasa
9720,Software Engineering,2.79,C++,0,Cisco,6,Communication,Mombasa
9721,Information Technology,3.13,JavaScript,7,AWS,0,Problem Solving,Kisumu
9722,Data Science,3.04,JavaScript,7,AWS,4,Communication,Kisumu
9723,Software Engineering,2.59,Machine Learning,4,Google Cloud,2,Problem Solving,Nairobi
9724,Computer Science,3.74,C++,0,Cisco,4,Problem Solving,Nairobi
9725,Computer Science,3.04,React,4,AWS,2,Problem Solving,Remote
9726,Information Technology,2.61,JavaScript,7,Cisco,0,Problem Solving,Remote
9727,Computer Science,3.54,C++,7,Cisco,1,Communication,Remote
9728,Software Engineering,2.36,Flask,5,AWS,1,Problem Solving,Nairobi
9729,Data Science,3.39,Machine Learning,7,Cisco,5,Leadership,Nairobi
9730,Information Technology,3.21,Java,6,Google Cloud,0,Leadership,Remote
9731,Data Science,3.89,C++,4,AWS,1,Leadership,Remote
9732,Data Science,3.39,React,2,AWS,4,Communication,Remote
9733,Information Technology,3.51,React,1,None,5,Problem Solving,Nairobi
9734,Software Engineering,2.78,React,1,None,0,Leadership,Nairobi
9735,Computer Science,2.95,Java,4,AWS,2,Problem Solving,Remote
9736,Information Technology,2.28,Flask,7,AWS,5,Problem Solving,Remote
9737,Computer Science,3.14,C++,3,Google Cloud,0,Problem Solving,Mombasa
9738,Information Technology,3.44,Python,1,Google Cloud,0,Leadership,Kisumu
9739,Software Engineering,3.63,C++,5,Google Cloud,3,Teamwork,Kisumu
9740,Data Science,3.27,C++,3,AWS,4,Teamwork,Kisumu
9741,Computer Science,3.71,Machine Learning,4,Google Cloud,2,Problem Solving,Remote
9742,Information Technology,2.22,C++,1,Cisco,6,Communication,Nairobi
9743,Data Science,2.52,Flask,3,None,5,Teamwork,Nairobi
9744,Computer Science,2.28,React,0,Cisco,6,Teamwork,Remote
9745,Information Technology,3.13,Flask,2,None,5,Leadership,Nairobi
9746,Data Science,2.55,React,3,AWS,1,Leadership,Mombasa
9747,Data Science,2.3,JavaScript,6,AWS,3,Teamwork,Nairobi
9748,Software Engineering,3.0,JavaScript,5,None,6,Teamwork,Mombasa
9749,Information Technology,3.91,JavaScript,2,None,1,Problem Solving,Mombasa
9750,Software Engineering,4.0,Flask,4,Cisco,3,Teamwork,Nairobi
9751,Information Technology,3.17,JavaScript,6,AWS,4,Problem Solving,Kisumu
9752,Information Technology,3.51,Flask,6,AWS,5,Teamwork,Nairobi
9753,Data Science,2.67,JavaScript,7,AWS,3,Teamwork,Kisumu
9754,Computer Science,3.42,SQL,1,Cisco,5,Teamwork,Kisumu
9755,Software Engineering,3.52,Flask,3,Google Cloud,6,Communication,Kisumu
9756,Computer Science,2.96,SQL,7,AWS,1,Communication,Remote
9757,Information Technology,3.45,JavaScript,4,Google Cloud,1,Problem Solving,Remote
9758,Computer Science,3.57,SQL,7,None,5,Teamwork,Remote
9759,Computer Science,2.15,JavaScript,2,None,6,Teamwork,Nairobi
9760,Data Science,3.09,React,7,None,2,Leadership,Mombasa
9761,Data Science,3.7,Machine Learning,7,Cisco,1,Leadership,Remote
9762,Computer Science,3.5,SQL,3,AWS,5,Problem Solving,Nairobi
9763,Data Science,3.88,Python,0,Cisco,1,Problem Solving,Remote
9764,Information Technology,3.47,Python,1,Google Cloud,4,Leadership,Remote
9765,Computer Science,2.63,React,4,Google Cloud,2,Communication,Kisumu
9766,Software Engineering,2.58,Machine Learning,7,None,0,Leadership,Kisumu
9767,Computer Science,2.76,React,0,Google Cloud,1,Leadership,Mombasa
9768,Information Technology,3.97,Flask,0,AWS,2,Teamwork,Nairobi
9769,Information Technology,3.7,Java,3,None,0,Leadership,Mombasa
9770,Data Science,3.44,Machine Learning,7,None,5,Teamwork,Nairobi
9771,Data Science,2.24,C++,7,AWS,6,Problem Solving,Mombasa
9772,Software Engineering,3.9,Flask,6,AWS,4,Communication,Remote
9773,Information Technology,2.19,Flask,1,Google Cloud,0,Communication,Kisumu
9774,Data Science,3.65,React,2,Cisco,1,Communication,Nairobi
9775,Computer Science,2.8,Python,4,AWS,5,Teamwork,Kisumu
9776,Data Science,2.15,JavaScript,2,AWS,6,Communication,Remote
9777,Software Engineering,2.2,React,3,AWS,3,Teamwork,Mombasa
9778,Data Science,3.61,Flask,1,AWS,3,Communication,Remote
9779,Information Technology,2.37,Flask,6,AWS,2,Problem Solving,Kisumu
9780,Software Engineering,2.64,Machine Learning,6,None,6,Leadership,Remote
9781,Computer Science,3.77,SQL,0,Cisco,5,Leadership,Remote
9782,Information Technology,2.3,Java,2,AWS,6,Communication,Kisumu
9783,Data Science,3.74,C++,4,None,5,Teamwork,Nairobi
9784,Computer Science,2.35,SQL,1,None,3,Communication,Remote
9785,Software Engineering,3.23,Python,2,AWS,3,Problem Solving,Nairobi
9786,Data Science,2.05,Java,5,Google Cloud,3,Teamwork,Remote
9787,Data Science,2.32,Machine Learning,1,Google Cloud,3,Problem Solving,Nairobi
9788,Computer Science,3.22,Python,4,AWS,5,Teamwork,Nairobi
9789,Computer Science,3.55,C++,5,Google Cloud,5,Problem Solving,Mombasa
9790,Computer Science,3.49,Machine Learning,7,None,1,Leadership,Kisumu
9791,Information Technology,3.62,Machine Learning,6,None,4,Problem Solving,Kisumu
9792,Computer Science,2.27,React,5,AWS,3,Problem Solving,Remote
9793,Computer Science,3.23,SQL,1,Cisco,3,Teamwork,Remote
9794,Data Science,3.83,Machine Learning,5,AWS,4,Communication,Kisumu
9795,Information Technology,2.43,Python,5,Cisco,1,Problem Solving,Nairobi
9796,Information Technology,2.76,Machine Learning,1,Google Cloud,6,Leadership,Remote
9797,Data Science,3.89,Flask,6,AWS,3,Problem Solving,Nairobi
9798,Data Science,3.0,Machine Learning,1,None,0,Problem Solving,Kisumu
9799,Information Technology,2.35,SQL,4,AWS,6,Problem Solving,Mombasa
9800,Software Engineering,2.53,Machine Learning,5,Google Cloud,5,Teamwork,Nairobi
9801,Computer Science,2.55,Machine Learning,6,None,4,Problem Solving,Nairobi
9802,Data Science,3.73,Python,5,AWS,2,Teamwork,Nairobi
9803,Data Science,2.87,C++,0,AWS,4,Communication,Remote
9804,Information Technology,3.07,Python,6,AWS,2,Problem Solving,Mombasa
9805,Information Technology,2.65,React,7,Cisco,1,Teamwork,Nairobi
9806,Information Technology,3.64,Python,5,AWS,2,Communication,Nairobi
9807,Computer Science,2.21,Machine Learning,4,AWS,3,Leadership,Nairobi
9808,Data Science,2.61,React,7,Google Cloud,2,Problem Solving,Kisumu
9809,Information Technology,3.23,C++,1,Cisco,2,Communication,Kisumu
9810,Software Engineering,2.84,React,6,AWS,1,Problem Solving,Kisumu
9811,Computer Science,3.89,Python,0,None,5,Leadership,Nairobi
9812,Software Engineering,2.53,Machine Learning,5,AWS,4,Teamwork,Nairobi
9813,Information Technology,3.35,SQL,2,AWS,6,Communication,Remote
9814,Software Engineering,2.79,Python,0,None,0,Problem Solving,Remote
9815,Computer Science,2.42,Machine Learning,4,None,3,Communication,Mombasa
9816,Data Science,3.31,Machine Learning,0,Google Cloud,3,Problem Solving,Kisumu
9817,Information Technology,3.82,Java,2,Cisco,3,Leadership,Kisumu
9818,Computer Science,2.8,React,5,Google Cloud,1,Teamwork,Remote
9819,Software Engineering,2.2,React,0,Cisco,3,Teamwork,Mombasa
9820,Information Technology,3.38,Machine Learning,3,Cisco,2,Teamwork,Mombasa
9821,Software Engineering,2.95,SQL,6,None,5,Communication,Mombasa
9822,Information Technology,2.32,Machine Learning,0,Cisco,2,Leadership,Kisumu
9823,Software Engineering,2.1,Python,1,Cisco,4,Leadership,Nairobi
9824,Information Technology,3.06,Java,0,Cisco,5,Communication,Nairobi
9825,Information Technology,3.08,Java,1,AWS,1,Teamwork,Remote
9826,Data Science,2.45,C++,1,None,4,Leadership,Kisumu
9827,Data Science,2.72,Java,2,Cisco,0,Communication,Kisumu
9828,Information Technology,2.5,Machine Learning,6,Cisco,1,Problem Solving,Remote
9829,Computer Science,2.49,Python,6,Cisco,6,Problem Solving,Mombasa
9830,Computer Science,2.65,Python,0,Google Cloud,6,Communication,Nairobi
9831,Data Science,2.71,Java,4,Google Cloud,1,Teamwork,Remote
9832,Data Science,2.31,SQL,3,AWS,4,Leadership,Kisumu
9833,Information Technology,2.64,Machine Learning,2,AWS,3,Leadership,Kisumu
9834,Data Science,3.07,Java,2,Cisco,1,Leadership,Kisumu
9835,Software Engineering,3.21,SQL,7,None,2,Leadership,Nairobi
9836,Software Engineering,2.47,Python,4,Cisco,2,Leadership,Mombasa
9837,Information Technology,2.47,Flask,0,Google Cloud,4,Leadership,Remote
9838,Software Engineering,2.54,C++,3,Google Cloud,2,Teamwork,Mombasa
9839,Data Science,3.56,Python,0,Google Cloud,2,Teamwork,Nairobi
9840,Information Technology,2.29,Python,6,AWS,2,Teamwork,Kisumu
9841,Computer Science,2.64,JavaScript,4,AWS,3,Leadership,Kisumu
9842,Computer Science,2.09,Machine Learning,5,AWS,4,Teamwork,Remote
9843,Software Engineering,3.11,React,6,Google Cloud,6,Leadership,Mombasa
9844,Computer Science,3.96,C++,3,Google Cloud,3,Teamwork,Mombasa
9845,Information Technology,3.19,Machine Learning,0,AWS,0,Leadership,Mombasa
9846,Software Engineering,2.99,React,4,AWS,2,Leadership,Remote
9847,Computer Science,2.13,Machine Learning,5,Cisco,3,Communication,Nairobi
9848,Information Technology,2.72,Python,3,Cisco,0,Leadership,Remote
9849,Data Science,3.09,SQL,1,AWS,6,Problem Solving,Mombasa
9850,Computer Science,3.17,SQL,5,AWS,2,Communication,Remote
9851,Information Technology,2.15,JavaScript,1,Cisco,1,Communication,Remote
9852,Software Engineering,3.81,C++,2,Cisco,1,Leadership,Nairobi
9853,Information Technology,3.15,React,7,AWS,1,Problem Solving,Nairobi
9854,Computer Science,3.77,JavaScript,0,Google Cloud,0,Leadership,Mombasa
9855,Data Science,3.28,Machine Learning,0,None,6,Teamwork,Mombasa
9856,Information Technology,2.5,Machine Learning,1,Google Cloud,3,Problem Solving,Mombasa
9857,Data Science,3.7,Machine Learning,4,Cisco,0,Leadership,Mombasa
9858,Computer Science,3.31,Machine Learning,6,AWS,2,Teamwork,Mombasa
9859,Data Science,3.6,React,7,None,1,Communication,Mombasa
9860,Data Science,3.85,SQL,0,None,0,Leadership,Remote
9861,Computer Science,3.87,Machine Learning,3,AWS,6,Communication,Nairobi
9862,Information Technology,2.89,React,1,Google Cloud,6,Leadership,Kisumu
9863,Information Technology,3.02,Machine Learning,3,Google Cloud,2,Teamwork,Kisumu
9864,Information Technology,2.89,C++,0,None,3,Leadership,Mombasa
9865,Computer Science,3.94,Machine Learning,1,Cisco,0,Problem Solving,Nairobi
9866,Software Engineering,3.6,Python,0,Google Cloud,6,Teamwork,Kisumu
9867,Data Science,2.31,React,4,Cisco,6,Communication,Nairobi
9868,Computer Science,3.82,SQL,3,Cisco,6,Problem Solving,Kisumu
9869,Data Science,3.13,C++,4,Cisco,6,Leadership,Nairobi
9870,Software Engineering,3.29,SQL,3,None,1,Communication,Mombasa
9871,Software Engineering,2.63,Python,0,Cisco,1,Communication,Nairobi
9872,Computer Science,2.45,C++,6,AWS,6,Leadership,Kisumu
9873,Data Science,3.29,Java,3,Cisco,0,Communication,Nairobi
9874,Computer Science,2.03,Machine Learning,0,Google Cloud,3,Teamwork,Nairobi
9875,Data Science,2.52,React,6,Cisco,1,Communication,Mombasa
9876,Data Science,2.14,SQL,7,Google Cloud,4,Problem Solving,Nairobi
9877,Software Engineering,3.78,Flask,1,None,4,Communication,Kisumu
9878,Data Science,2.8,JavaScript,6,None,5,Leadership,Nairobi
9879,Computer Science,3.1,React,2,Google Cloud,5,Leadership,Kisumu
9880,Computer Science,3.24,Flask,3,Cisco,6,Teamwork,Kisumu
9881,Computer Science,2.72,Machine Learning,4,Cisco,5,Leadership,Nairobi
9882,Software Engineering,3.76,JavaScript,6,Google Cloud,4,Communication,Nairobi
9883,Data Science,3.09,Flask,3,Google Cloud,6,Communication,Mombasa
9884,Computer Science,2.97,Machine Learning,6,None,1,Communication,Remote
9885,Data Science,2.87,React,0,Cisco,6,Communication,Kisumu
9886,Data Science,2.57,SQL,5,Cisco,5,Communication,Nairobi
9887,Information Technology,3.27,SQL,2,Google Cloud,4,Teamwork,Nairobi
9888,Software Engineering,3.87,Flask,4,Google Cloud,5,Leadership,Remote
9889,Software Engineering,3.42,Machine Learning,4,Cisco,2,Teamwork,Remote
9890,Software Engineering,2.03,React,5,Google Cloud,2,Teamwork,Mombasa
9891,Information Technology,2.76,SQL,5,None,6,Teamwork,Remote
9892,Information Technology,2.17,Flask,5,Google Cloud,4,Teamwork,Remote
9893,Data Science,2.1,JavaScript,7,None,6,Leadership,Mombasa
9894,Information Technology,2.43,React,6,AWS,4,Leadership,Mombasa
9895,Computer Science,3.38,SQL,1,AWS,3,Teamwork,Nairobi
9896,Computer Science,3.57,SQL,0,Google Cloud,1,Teamwork,Kisumu
9897,Software Engineering,2.9,C++,7,None,0,Problem Solving,Nairobi
9898,Information Technology,2.92,JavaScript,3,Cisco,5,Problem Solving,Remote
9899,Software Engineering,2.3,SQL,5,None,4,Leadership,Nairobi
9900,Data Science,2.45,SQL,1,Google Cloud,0,Teamwork,Remote
9901,Data Science,3.6,JavaScript,5,Google Cloud,5,Communication,Kisumu
9902,Computer Science,2.63,C++,4,None,6,Communication,Mombasa
9903,Data Science,3.86,React,7,None,5,Problem Solving,Remote
9904,Data Science,2.78,React,1,AWS,3,Leadership,Nairobi
